Date and Time	Time (s)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)
05/23/2022 12:01:52 pm	0.4600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.4800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.5000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.5200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.5400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.5600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.5800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.6000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.6200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.6400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.6600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.6800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.7000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.7200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.7400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.7600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.7800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.8000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.8200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.8400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.8600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.8800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.9000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.9200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.9400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.9600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:52 pm	0.9800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.0000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.0200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.0400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.0600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.0800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.1000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.1200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.1400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.1600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.1800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.2000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.2200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.2400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.2600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.2800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.3000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.3200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.3400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.3600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.3800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.4000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.4200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.4400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.4600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.4800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.5000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.5200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.5400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.5600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.5800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.6000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.6200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.6400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.6600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.6800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.7000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.7200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.7400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.7600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.7800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.8000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.8200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.8400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.8600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.8800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.9000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.9200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.9400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.9600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:53 pm	1.9800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.0000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.0200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.0400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.0600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.0800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.1000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.1200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.1400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.1600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.1800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.2000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.2200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.2400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.2600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.2800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.3000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.3200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.3400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.3600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.3800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.4000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.4200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.4400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.4600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.4800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.5000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.5200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.5400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.5600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.5800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.6000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.6200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.6400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.6600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.6800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.7000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.7200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.7400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.7600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.7800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.8000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.8200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.8400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.8600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.8800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.9000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.9200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.9400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.9600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:54 pm	2.9800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.0000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.0200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.0400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.0600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.0800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.1000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.1200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.1400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.1600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.1800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.2000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.2200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.2400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.2600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.2800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.3000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.3200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.3400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.3600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.3800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.4000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.4200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.4400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.4600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.4800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.5000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.5200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.5400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.5600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.5800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.6000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.6200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.6400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.6600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.6800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.7000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.7200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.7400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.7600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.7800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.8000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.8200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.8400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.8600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.8800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.9000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.9200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.9400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.9600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:55 pm	3.9800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:56 pm	4.0000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:56 pm	4.0200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:56 pm	4.0400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:56 pm	4.0600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:56 pm	4.0800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:56 pm	4.1000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:56 pm	4.1200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:56 pm	4.1400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:56 pm	4.1600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:56 pm	4.1800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:01:56 pm	4.2000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
