Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1
Date and Time	Time (s)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)
05/23/2022 12:18:06 pm	0.0200000000	0.000000000000000			0.0000000000
05/23/2022 12:18:06 pm	0.0400000000	0.000000000000000	0.0000000000		0.0000000000	0.0000000000
05/23/2022 12:18:06 pm	0.0600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:18:06 pm	0.0800000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:18:06 pm	0.1000000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:18:06 pm	0.1200000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:18:06 pm	0.1400000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:18:06 pm	0.1600000000	0.000000000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
05/23/2022 12:18:06 pm	0.1800000000	0.000000000000000	0.0000000000	-0.1090831597	0.0000000000	0.0000000000	-0.0026041667
05/23/2022 12:18:06 pm	0.2000000000	0.000000000000000	0.0000000000	-0.3272494792	0.0000000000	0.0000000000	-0.0078125000
05/23/2022 12:18:06 pm	0.2200000000	0.000000000000000	-0.0130899792	-0.4363326389	0.0000000000	-3.1250000000E-4	-0.0104166667
05/23/2022 12:18:06 pm	0.2400000000	0.000000000000000	-0.0261799583	-0.3272494792	0.0000000000	-6.2500000000E-4	-0.0078125000
05/23/2022 12:18:06 pm	0.2600000000	-0.001570797500000	-0.0261799583	-0.1090831597	-0.0000375000	-6.2500000000E-4	-0.0026041667
05/23/2022 12:18:06 pm	0.2800000000	-0.001570797500000	-0.0261799583	0.0000000000	-0.0000375000	-6.2500000000E-4	0.0000000000
05/23/2022 12:18:06 pm	0.3000000000	-0.001570797500000	-0.0261799583	0.1090831597	-0.0000375000	-6.2500000000E-4	0.0026041667
05/23/2022 12:18:06 pm	0.3200000000	-0.003141595000000	-0.0261799583	0.4363326389	-0.0000750000	-6.2500000000E-4	0.0104166667
05/23/2022 12:18:06 pm	0.3400000000	-0.003141595000000	-0.0130899792	0.7635821181	-0.0000750000	-3.1250000000E-4	0.0182291667
05/23/2022 12:18:06 pm	0.3600000000	-0.003141595000000	0.0130899792	0.8726652778	-0.0000750000	3.1250000000E-4	0.0208333333
05/23/2022 12:18:06 pm	0.3800000000	-0.003141595000000	0.0261799583	0.7635821181	-0.0000750000	6.2500000000E-4	0.0182291667
05/23/2022 12:18:06 pm	0.4000000000	-0.001570797500000	0.0392699375	0.6544989583	-0.0000375000	9.3750000000E-4	0.0156250000
05/23/2022 12:18:06 pm	0.4200000000	-0.001570797500000	0.0523599167	0.6544989583	-0.0000375000	0.0012500000	0.0156250000
05/23/2022 12:18:06 pm	0.4400000000	0.000000000000000	0.0654498958	0.5454157986	0.0000000000	0.0015625000	0.0130208333
05/23/2022 12:18:06 pm	0.4600000000	0.001570797500000	0.0785398750	0.4363326389	0.0000375000	0.0018750000	0.0104166667
05/23/2022 12:18:06 pm	0.4800000000	0.003141595000000	0.0785398750	0.5454157986	0.0000750000	0.0018750000	0.0130208333
05/23/2022 12:18:06 pm	0.5000000000	0.004712392500000	0.0916298542	0.8726652778	0.0001125000	0.0021875000	0.0208333333
05/23/2022 12:18:06 pm	0.5200000000	0.006283190000000	0.1178098125	1.0908315972	0.0001500000	0.0028125000	0.0260416667
05/23/2022 12:18:06 pm	0.5400000000	0.009424785000000	0.1439897708	0.8726652778	0.0002250000	0.0034375000	0.0208333333
05/23/2022 12:18:06 pm	0.5600000000	0.012566380000000	0.1570797500	0.4363326389	0.0003000000	0.0037500000	0.0104166667
05/23/2022 12:18:06 pm	0.5800000000	0.015707975000000	0.1570797500	0.2181663194	0.0003750000	0.0037500000	0.0052083333
05/23/2022 12:18:06 pm	0.6000000000	0.018849570000000	0.1570797500	0.4363326389	0.0004500000	0.0037500000	0.0104166667
05/23/2022 12:18:06 pm	0.6200000000	0.021991165000000	0.1701697292	0.8726652778	0.0005250000	0.0040625000	0.0208333333
05/23/2022 12:18:06 pm	0.6400000000	0.025132760000000	0.1963496875	1.0908315972	0.0006000000	0.0046875000	0.0260416667
05/23/2022 12:18:06 pm	0.6600000000	0.029845152500000	0.2225296458	0.8726652778	0.0007125000	0.0053125000	0.0208333333
05/23/2022 12:18:06 pm	0.6800000000	0.034557545000000	0.2356196250	0.5454157986	0.0008250000	0.0056250000	0.0130208333
05/23/2022 12:18:06 pm	0.7000000000	0.039269937500000	0.2356196250	0.4363326389	0.0009375000	0.0056250000	0.0104166667
05/23/2022 12:18:06 pm	0.7200000000	0.043982330000000	0.2487096042	0.5454157986	0.0010500000	0.0059375000	0.0130208333
05/23/2022 12:18:06 pm	0.7400000000	0.048694722500000	0.2617995833	0.6544989583	0.0011625000	0.0062500000	0.0156250000
05/23/2022 12:18:06 pm	0.7600000000	0.054977912500000	0.2748895625	0.6544989583	0.0013125000	0.0065625000	0.0156250000
05/23/2022 12:18:06 pm	0.7800000000	0.059690305000000	0.2879795417	0.6544989583	0.0014250000	0.0068750000	0.0156250000
05/23/2022 12:18:06 pm	0.8000000000	0.065973495000000	0.3010695208	0.6544989583	0.0015750000	0.0071875000	0.0156250000
05/23/2022 12:18:06 pm	0.8200000000	0.072256685000000	0.3141595000	0.6544989583	0.0017250000	0.0075000000	0.0156250000
05/23/2022 12:18:06 pm	0.8400000000	0.078539875000000	0.3272494792	0.6544989583	0.0018750000	0.0078125000	0.0156250000
05/23/2022 12:18:06 pm	0.8600000000	0.084823065000000	0.3403394583	0.6544989583	0.0020250000	0.0081250000	0.0156250000
05/23/2022 12:18:06 pm	0.8800000000	0.092677052500000	0.3534294375	0.6544989583	0.0022125000	0.0084375000	0.0156250000
05/23/2022 12:18:06 pm	0.9000000000	0.098960242500000	0.3665194167	0.7635821181	0.0023625000	0.0087500000	0.0182291667
05/23/2022 12:18:06 pm	0.9200000000	0.106814230000000	0.3796093958	0.8726652778	0.0025500000	0.0090625000	0.0208333333
05/23/2022 12:18:06 pm	0.9400000000	0.114668217500000	0.4057893542	0.8726652778	0.0027375000	0.0096875000	0.0208333333
05/23/2022 12:18:06 pm	0.9600000000	0.122522205000000	0.4188793333	0.6544989583	0.0029250000	0.0100000000	0.0156250000
05/23/2022 12:18:06 pm	0.9800000000	0.131946990000000	0.4319693125	0.3272494792	0.0031500000	0.0103125000	0.0078125000
05/23/2022 12:18:07 pm	1.0000000000	0.139800977500000	0.4319693125	0.2181663194	0.0033375000	0.0103125000	0.0052083333
05/23/2022 12:18:07 pm	1.0200000000	0.149225762500000	0.4319693125	0.4363326389	0.0035625000	0.0103125000	0.0104166667
05/23/2022 12:18:07 pm	1.0400000000	0.157079750000000	0.4450592917	0.8726652778	0.0037500000	0.0106250000	0.0208333333
05/23/2022 12:18:07 pm	1.0600000000	0.166504535000000	0.4712392500	1.0908315972	0.0039750000	0.0112500000	0.0260416667
05/23/2022 12:18:07 pm	1.0800000000	0.175929320000000	0.4974192083	0.8726652778	0.0042000000	0.0118750000	0.0208333333
05/23/2022 12:18:07 pm	1.1000000000	0.186924902500000	0.5105091875	0.4363326389	0.0044625000	0.0121875000	0.0104166667
05/23/2022 12:18:07 pm	1.1200000000	0.196349687500000	0.5105091875	0.2181663194	0.0046875000	0.0121875000	0.0052083333
05/23/2022 12:18:07 pm	1.1400000000	0.207345270000000	0.5105091875	0.4363326389	0.0049500000	0.0121875000	0.0104166667
05/23/2022 12:18:07 pm	1.1600000000	0.216770055000000	0.5235991667	0.8726652778	0.0051750000	0.0125000000	0.0208333333
05/23/2022 12:18:07 pm	1.1800000000	0.227765637500000	0.5497791250	1.0908315972	0.0054375000	0.0131250000	0.0260416667
05/23/2022 12:18:07 pm	1.2000000000	0.238761220000000	0.5759590833	0.8726652778	0.0057000000	0.0137500000	0.0208333333
05/23/2022 12:18:07 pm	1.2200000000	0.251327600000000	0.5890490625	0.4363326389	0.0060000000	0.0140625000	0.0104166667
05/23/2022 12:18:07 pm	1.2400000000	0.262323182500000	0.5890490625	0.2181663194	0.0062625000	0.0140625000	0.0052083333
05/23/2022 12:18:07 pm	1.2600000000	0.274889562500000	0.5890490625	0.3272494792	0.0065625000	0.0140625000	0.0078125000
05/23/2022 12:18:07 pm	1.2800000000	0.285885145000000	0.6021390417	0.6544989583	0.0068250000	0.0143750000	0.0156250000
05/23/2022 12:18:07 pm	1.3000000000	0.298451525000000	0.6152290208	0.8726652778	0.0071250000	0.0146875000	0.0208333333
